sample_id,image_path,parchment_tone,ink_family,stroke_width_px,scan_gain,difficulty_tier,visual_variant,degradation_label,edge_bleed_score,reverse_showthrough_score,pigment_loss_score
raw_ms_02781,images/raw_ms_02781.png,cool,carbon,7,1.018,hard,low_contrast,stable_ink,0.077,0.077,0.0
raw_ms_02782,images/raw_ms_02782.png,cool,iron_gall,7,1.007,hard,scanner_jitter,stable_ink,0.0,0.0,0.049
raw_ms_02783,images/raw_ms_02783.png,warm,iron_gall,5,1.007,hard,standard,stable_ink,0.0,0.081,0.081
raw_ms_02784,images/raw_ms_02784.png,foxed,sepia,4,1.146,medium,scanner_jitter,stable_ink,0.0,0.0,0.015
raw_ms_02785,images/raw_ms_02785.png,warm,sepia,6,0.886,hard,mixed_artifact,feathering,0.253,0.075,0.043
raw_ms_02786,images/raw_ms_02786.png,warm,sepia,5,1.053,medium,foxed_noise,bleed_through,0.0,0.515,0.022
raw_ms_02787,images/raw_ms_02787.png,foxed,carbon,6,0.97,easy,standard,bleed_through,0.0,0.911,0.0
raw_ms_02788,images/raw_ms_02788.png,neutral,sepia,6,0.913,medium,standard,feathering,0.854,0.0,0.019
raw_ms_02789,images/raw_ms_02789.png,neutral,mixed,9,0.907,easy,standard,salt_bloom,0.0,0.0,0.405
raw_ms_02790,images/raw_ms_02790.png,warm,iron_gall,7,1.126,medium,foxed_noise,salt_bloom,0.021,0.0,0.171
raw_ms_02791,images/raw_ms_02791.png,neutral,sepia,4,1.004,easy,low_contrast,abrasion,0.0,0.0,1.048
raw_ms_02792,images/raw_ms_02792.png,neutral,sepia,6,1.092,hard,foxed_noise,stable_ink,0.0,0.055,0.055
raw_ms_02793,images/raw_ms_02793.png,neutral,sepia,6,0.918,hard,foxed_noise,salt_bloom,0.086,0.0,0.111
raw_ms_02794,images/raw_ms_02794.png,neutral,carbon,5,0.915,easy,standard,bleed_through,0.0,0.879,0.0
raw_ms_02795,images/raw_ms_02795.png,neutral,iron_gall,7,0.904,hard,standard,bleed_through,0.0,0.337,0.08
raw_ms_02796,images/raw_ms_02796.png,foxed,mixed,6,1.096,medium,standard,bleed_through,0.0,0.527,0.031
raw_ms_02797,images/raw_ms_02797.png,foxed,mixed,7,0.952,medium,standard,abrasion,0.0,0.018,0.636
raw_ms_02798,images/raw_ms_02798.png,neutral,sepia,4,1.05,medium,mixed_artifact,feathering,0.567,0.0,0.018
raw_ms_02799,images/raw_ms_02799.png,cool,carbon,7,0.874,easy,standard,bleed_through,0.0,1.141,0.0
raw_ms_02800,images/raw_ms_02800.png,warm,sepia,7,0.882,hard,scanner_jitter,stable_ink,0.0,0.064,0.036
raw_ms_02801,images/raw_ms_02801.png,foxed,mixed,6,1.111,medium,standard,abrasion,0.032,0.0,0.858
raw_ms_02802,images/raw_ms_02802.png,neutral,sepia,5,0.876,medium,scanner_jitter,abrasion,0.0,0.0,0.544
raw_ms_02803,images/raw_ms_02803.png,warm,sepia,6,1.096,easy,low_contrast,bleed_through,0.0,1.038,0.0
raw_ms_02804,images/raw_ms_02804.png,neutral,sepia,6,0.956,medium,standard,stable_ink,0.0,0.0,0.019
raw_ms_02805,images/raw_ms_02805.png,neutral,iron_gall,6,1.107,medium,low_contrast,feathering,0.866,0.0,0.02
raw_ms_02806,images/raw_ms_02806.png,neutral,iron_gall,4,0.872,medium,scanner_jitter,abrasion,0.0,0.034,0.816
raw_ms_02807,images/raw_ms_02807.png,warm,iron_gall,8,1.055,easy,low_contrast,feathering,0.999,0.0,0.0
raw_ms_02808,images/raw_ms_02808.png,warm,carbon,7,1.018,hard,low_contrast,salt_bloom,0.056,0.0,0.1
raw_ms_02809,images/raw_ms_02809.png,warm,iron_gall,7,1.021,easy,standard,bleed_through,0.0,1.069,0.0
raw_ms_02810,images/raw_ms_02810.png,warm,carbon,8,0.977,medium,standard,abrasion,0.0,0.025,0.64
raw_ms_02811,images/raw_ms_02811.png,neutral,mixed,6,1.06,hard,scanner_jitter,stable_ink,0.0,0.084,0.048
raw_ms_02812,images/raw_ms_02812.png,foxed,sepia,7,0.868,hard,standard,stable_ink,0.0,0.058,0.033
raw_ms_02813,images/raw_ms_02813.png,foxed,carbon,4,1.101,medium,standard,abrasion,0.03,0.0,0.647
raw_ms_02814,images/raw_ms_02814.png,warm,carbon,8,0.96,medium,foxed_noise,abrasion,0.025,0.0,0.72
raw_ms_02815,images/raw_ms_02815.png,cool,iron_gall,5,1.113,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02816,images/raw_ms_02816.png,neutral,mixed,9,0.909,easy,standard,abrasion,0.0,0.0,1.027
raw_ms_02817,images/raw_ms_02817.png,neutral,mixed,8,1.148,medium,standard,feathering,0.698,0.0,0.036
raw_ms_02818,images/raw_ms_02818.png,warm,sepia,5,1.105,easy,standard,salt_bloom,0.0,0.0,0.358
raw_ms_02819,images/raw_ms_02819.png,warm,iron_gall,6,0.967,hard,low_contrast,abrasion,0.073,0.073,0.371
raw_ms_02820,images/raw_ms_02820.png,cool,iron_gall,6,1.066,easy,standard,salt_bloom,0.0,0.0,0.314
raw_ms_02821,images/raw_ms_02821.png,cool,carbon,5,0.939,hard,foxed_noise,feathering,0.461,0.07,0.04
raw_ms_02822,images/raw_ms_02822.png,cool,carbon,9,1.071,medium,scanner_jitter,feathering,0.816,0.0,0.031
raw_ms_02823,images/raw_ms_02823.png,neutral,mixed,7,0.989,medium,low_contrast,feathering,0.831,0.0,0.014
raw_ms_02824,images/raw_ms_02824.png,warm,sepia,6,0.932,hard,foxed_noise,stable_ink,0.0,0.0,0.078
raw_ms_02825,images/raw_ms_02825.png,foxed,carbon,5,0.874,medium,low_contrast,feathering,0.625,0.024,0.0
raw_ms_02826,images/raw_ms_02826.png,warm,iron_gall,5,1.014,hard,scanner_jitter,bleed_through,0.0,0.401,0.07
raw_ms_02827,images/raw_ms_02827.png,warm,sepia,4,1.002,hard,foxed_noise,salt_bloom,0.0,0.079,0.128
raw_ms_02828,images/raw_ms_02828.png,warm,carbon,4,1.078,medium,low_contrast,abrasion,0.022,0.0,0.678
raw_ms_02829,images/raw_ms_02829.png,cool,iron_gall,9,0.926,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02830,images/raw_ms_02830.png,neutral,carbon,9,0.88,medium,foxed_noise,feathering,0.804,0.0,0.011
raw_ms_02831,images/raw_ms_02831.png,foxed,carbon,6,1.01,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02832,images/raw_ms_02832.png,foxed,mixed,7,1.048,easy,low_contrast,salt_bloom,0.0,0.0,0.373
raw_ms_02833,images/raw_ms_02833.png,cool,iron_gall,6,0.981,easy,standard,salt_bloom,0.0,0.0,0.404
raw_ms_02834,images/raw_ms_02834.png,cool,carbon,7,1.001,medium,scanner_jitter,salt_bloom,0.0,0.0,0.274
raw_ms_02835,images/raw_ms_02835.png,neutral,iron_gall,5,1.142,easy,standard,bleed_through,0.0,1.118,0.0
raw_ms_02836,images/raw_ms_02836.png,foxed,iron_gall,9,1.098,medium,foxed_noise,salt_bloom,0.0,0.028,0.291
raw_ms_02837,images/raw_ms_02837.png,neutral,mixed,5,0.962,hard,foxed_noise,stable_ink,0.069,0.0,0.039
raw_ms_02838,images/raw_ms_02838.png,cool,mixed,4,1.013,hard,low_contrast,salt_bloom,0.0,0.088,0.148
raw_ms_02839,images/raw_ms_02839.png,neutral,mixed,4,1.049,medium,low_contrast,stable_ink,0.0,0.0,0.013
raw_ms_02840,images/raw_ms_02840.png,neutral,iron_gall,7,0.978,medium,standard,feathering,0.555,0.0,0.028
raw_ms_02841,images/raw_ms_02841.png,warm,carbon,5,1.127,hard,scanner_jitter,feathering,0.547,0.052,0.052
raw_ms_02842,images/raw_ms_02842.png,neutral,iron_gall,5,0.965,hard,mixed_artifact,bleed_through,0.055,0.257,0.032
raw_ms_02843,images/raw_ms_02843.png,neutral,sepia,8,1.065,medium,standard,salt_bloom,0.042,0.0,0.193
raw_ms_02844,images/raw_ms_02844.png,foxed,iron_gall,4,0.934,medium,standard,salt_bloom,0.0,0.0,0.203
raw_ms_02845,images/raw_ms_02845.png,warm,carbon,8,0.886,easy,standard,abrasion,0.0,0.0,1.155
raw_ms_02846,images/raw_ms_02846.png,foxed,iron_gall,7,1.113,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02847,images/raw_ms_02847.png,cool,iron_gall,5,1.059,hard,low_contrast,feathering,0.616,0.047,0.027
raw_ms_02848,images/raw_ms_02848.png,cool,iron_gall,4,0.987,medium,standard,feathering,0.656,0.0,0.034
raw_ms_02849,images/raw_ms_02849.png,foxed,sepia,8,0.973,easy,standard,salt_bloom,0.0,0.0,0.307
raw_ms_02850,images/raw_ms_02850.png,warm,iron_gall,9,0.974,easy,standard,bleed_through,0.0,0.856,0.0
raw_ms_02851,images/raw_ms_02851.png,cool,carbon,7,0.898,easy,standard,feathering,1.023,0.0,0.0
raw_ms_02852,images/raw_ms_02852.png,warm,iron_gall,6,1.072,hard,scanner_jitter,abrasion,0.0,0.051,0.419
raw_ms_02853,images/raw_ms_02853.png,warm,mixed,6,0.923,hard,scanner_jitter,abrasion,0.065,0.065,0.271
raw_ms_02854,images/raw_ms_02854.png,foxed,mixed,6,1.004,easy,low_contrast,feathering,1.027,0.0,0.0
raw_ms_02855,images/raw_ms_02855.png,neutral,mixed,4,1.11,easy,low_contrast,abrasion,0.0,0.0,0.945
raw_ms_02856,images/raw_ms_02856.png,neutral,carbon,6,0.887,hard,mixed_artifact,bleed_through,0.0,0.397,0.051
raw_ms_02857,images/raw_ms_02857.png,neutral,carbon,6,0.993,easy,low_contrast,bleed_through,0.0,1.019,0.0
raw_ms_02858,images/raw_ms_02858.png,neutral,iron_gall,7,0.904,hard,scanner_jitter,stable_ink,0.052,0.0,0.052
raw_ms_02859,images/raw_ms_02859.png,warm,iron_gall,7,1.029,medium,low_contrast,feathering,0.561,0.0,0.016
raw_ms_02860,images/raw_ms_02860.png,neutral,sepia,9,1.097,medium,scanner_jitter,abrasion,0.0,0.024,0.493
raw_ms_02861,images/raw_ms_02861.png,warm,carbon,8,0.985,medium,standard,abrasion,0.018,0.0,0.795
raw_ms_02862,images/raw_ms_02862.png,neutral,sepia,5,1.092,medium,foxed_noise,abrasion,0.0,0.036,0.876
raw_ms_02863,images/raw_ms_02863.png,foxed,carbon,7,0.908,medium,standard,salt_bloom,0.026,0.0,0.285
raw_ms_02864,images/raw_ms_02864.png,neutral,mixed,8,1.037,easy,standard,salt_bloom,0.0,0.0,0.307
raw_ms_02865,images/raw_ms_02865.png,warm,sepia,5,0.875,hard,standard,bleed_through,0.079,0.43,0.045
raw_ms_02866,images/raw_ms_02866.png,neutral,iron_gall,5,1.123,medium,foxed_noise,feathering,0.746,0.0,0.019
raw_ms_02867,images/raw_ms_02867.png,neutral,mixed,7,0.96,hard,standard,abrasion,0.085,0.0,0.497
raw_ms_02868,images/raw_ms_02868.png,neutral,carbon,5,0.981,medium,standard,abrasion,0.0,0.04,0.869
raw_ms_02869,images/raw_ms_02869.png,warm,iron_gall,7,0.98,easy,low_contrast,bleed_through,0.0,1.156,0.0
raw_ms_02870,images/raw_ms_02870.png,foxed,sepia,4,1.101,medium,low_contrast,feathering,0.588,0.04,0.0
raw_ms_02871,images/raw_ms_02871.png,warm,iron_gall,8,1.02,medium,mixed_artifact,bleed_through,0.0,0.723,0.031
raw_ms_02872,images/raw_ms_02872.png,neutral,iron_gall,4,0.979,hard,low_contrast,feathering,0.424,0.084,0.084
raw_ms_02873,images/raw_ms_02873.png,foxed,iron_gall,7,1.047,hard,scanner_jitter,feathering,0.278,0.0,0.053
raw_ms_02874,images/raw_ms_02874.png,foxed,sepia,5,1.082,easy,standard,feathering,0.923,0.0,0.0
raw_ms_02875,images/raw_ms_02875.png,foxed,iron_gall,7,1.125,easy,standard,abrasion,0.0,0.0,1.153
raw_ms_02876,images/raw_ms_02876.png,cool,sepia,4,0.864,easy,standard,salt_bloom,0.0,0.0,0.377
raw_ms_02877,images/raw_ms_02877.png,neutral,mixed,9,1.148,medium,mixed_artifact,salt_bloom,0.026,0.0,0.222
raw_ms_02878,images/raw_ms_02878.png,cool,iron_gall,4,0.896,easy,low_contrast,feathering,0.878,0.0,0.0
raw_ms_02879,images/raw_ms_02879.png,cool,carbon,6,0.895,medium,foxed_noise,stable_ink,0.0,0.0,0.031
raw_ms_02880,images/raw_ms_02880.png,warm,iron_gall,5,0.924,hard,standard,feathering,0.405,0.0,0.048
raw_ms_02881,images/raw_ms_02881.png,neutral,sepia,9,1.094,easy,low_contrast,stable_ink,0.0,0.0,0.0
raw_ms_02882,images/raw_ms_02882.png,warm,sepia,7,0.981,hard,foxed_noise,salt_bloom,0.062,0.0,0.192
raw_ms_02883,images/raw_ms_02883.png,foxed,iron_gall,9,1.036,medium,foxed_noise,abrasion,0.0,0.036,0.834
raw_ms_02884,images/raw_ms_02884.png,cool,carbon,6,0.998,medium,foxed_noise,abrasion,0.0,0.022,0.545
raw_ms_02885,images/raw_ms_02885.png,warm,iron_gall,7,1.014,easy,standard,feathering,0.879,0.0,0.0
raw_ms_02886,images/raw_ms_02886.png,foxed,sepia,5,1.037,medium,mixed_artifact,feathering,0.654,0.038,0.0
raw_ms_02887,images/raw_ms_02887.png,neutral,iron_gall,4,1.134,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02888,images/raw_ms_02888.png,neutral,iron_gall,6,1.005,easy,standard,bleed_through,0.0,0.863,0.0
raw_ms_02889,images/raw_ms_02889.png,warm,carbon,8,0.934,easy,low_contrast,abrasion,0.0,0.0,1.067
raw_ms_02890,images/raw_ms_02890.png,cool,mixed,7,1.065,medium,standard,abrasion,0.0,0.0,0.483
raw_ms_02891,images/raw_ms_02891.png,foxed,carbon,6,1.062,hard,scanner_jitter,abrasion,0.066,0.066,0.287
raw_ms_02892,images/raw_ms_02892.png,cool,carbon,5,1.075,hard,low_contrast,salt_bloom,0.085,0.085,0.159
raw_ms_02893,images/raw_ms_02893.png,neutral,sepia,5,1.149,easy,standard,feathering,1.078,0.0,0.0
raw_ms_02894,images/raw_ms_02894.png,cool,sepia,8,0.928,medium,foxed_noise,feathering,0.622,0.03,0.0
raw_ms_02895,images/raw_ms_02895.png,foxed,carbon,9,1.064,medium,standard,abrasion,0.025,0.0,0.842
raw_ms_02896,images/raw_ms_02896.png,warm,carbon,6,1.0,easy,low_contrast,stable_ink,0.0,0.0,0.0
raw_ms_02897,images/raw_ms_02897.png,cool,carbon,6,0.894,easy,low_contrast,bleed_through,0.0,1.131,0.0
raw_ms_02898,images/raw_ms_02898.png,warm,carbon,4,1.031,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02899,images/raw_ms_02899.png,cool,sepia,7,0.95,hard,low_contrast,salt_bloom,0.085,0.085,0.181
raw_ms_02900,images/raw_ms_02900.png,foxed,iron_gall,7,1.033,hard,standard,stable_ink,0.066,0.066,0.0
raw_ms_02901,images/raw_ms_02901.png,warm,iron_gall,8,1.137,medium,foxed_noise,bleed_through,0.04,0.868,0.0
raw_ms_02902,images/raw_ms_02902.png,neutral,sepia,4,0.965,medium,foxed_noise,feathering,0.793,0.0,0.022
raw_ms_02903,images/raw_ms_02903.png,cool,carbon,5,0.953,easy,standard,abrasion,0.0,0.0,0.907
raw_ms_02904,images/raw_ms_02904.png,foxed,mixed,5,0.951,hard,mixed_artifact,abrasion,0.061,0.0,0.491
raw_ms_02905,images/raw_ms_02905.png,neutral,sepia,8,0.95,medium,standard,stable_ink,0.0,0.039,0.0
raw_ms_02906,images/raw_ms_02906.png,neutral,sepia,9,0.95,medium,standard,abrasion,0.0,0.039,0.607
raw_ms_02907,images/raw_ms_02907.png,cool,iron_gall,8,0.912,medium,standard,bleed_through,0.027,0.722,0.0
raw_ms_02908,images/raw_ms_02908.png,foxed,sepia,9,0.878,medium,foxed_noise,abrasion,0.0,0.0,0.819
raw_ms_02909,images/raw_ms_02909.png,neutral,iron_gall,5,0.978,medium,foxed_noise,feathering,0.719,0.0,0.02
raw_ms_02910,images/raw_ms_02910.png,foxed,sepia,9,1.117,medium,standard,stable_ink,0.0,0.022,0.0
raw_ms_02911,images/raw_ms_02911.png,warm,carbon,4,1.071,hard,mixed_artifact,bleed_through,0.064,0.314,0.064
raw_ms_02912,images/raw_ms_02912.png,cool,carbon,5,0.965,hard,low_contrast,salt_bloom,0.0,0.071,0.116
raw_ms_02913,images/raw_ms_02913.png,cool,iron_gall,9,1.051,medium,low_contrast,feathering,0.655,0.0,0.021
raw_ms_02914,images/raw_ms_02914.png,cool,sepia,8,0.941,medium,mixed_artifact,salt_bloom,0.0,0.018,0.228
raw_ms_02915,images/raw_ms_02915.png,cool,sepia,7,1.115,medium,scanner_jitter,stable_ink,0.021,0.0,0.0
raw_ms_02916,images/raw_ms_02916.png,cool,mixed,5,0.995,hard,scanner_jitter,abrasion,0.077,0.0,0.415
raw_ms_02917,images/raw_ms_02917.png,cool,carbon,4,0.948,medium,foxed_noise,stable_ink,0.0,0.0,0.019
raw_ms_02918,images/raw_ms_02918.png,foxed,iron_gall,8,1.032,medium,standard,feathering,0.554,0.0,0.022
raw_ms_02919,images/raw_ms_02919.png,cool,mixed,7,1.059,hard,low_contrast,feathering,0.388,0.0,0.091
raw_ms_02920,images/raw_ms_02920.png,warm,carbon,4,0.909,medium,standard,stable_ink,0.024,0.0,0.0
raw_ms_02921,images/raw_ms_02921.png,neutral,iron_gall,4,0.94,medium,standard,bleed_through,0.029,0.676,0.0
raw_ms_02922,images/raw_ms_02922.png,neutral,carbon,6,0.86,hard,foxed_noise,feathering,0.246,0.0,0.077
raw_ms_02923,images/raw_ms_02923.png,warm,iron_gall,6,0.894,easy,standard,bleed_through,0.0,1.169,0.0
raw_ms_02924,images/raw_ms_02924.png,foxed,iron_gall,5,1.128,easy,standard,bleed_through,0.0,0.981,0.0
raw_ms_02925,images/raw_ms_02925.png,warm,sepia,6,0.869,hard,mixed_artifact,stable_ink,0.07,0.0,0.04
raw_ms_02926,images/raw_ms_02926.png,neutral,carbon,7,0.891,medium,standard,stable_ink,0.0,0.039,0.0
raw_ms_02927,images/raw_ms_02927.png,neutral,iron_gall,6,0.901,easy,standard,feathering,0.987,0.0,0.0
raw_ms_02928,images/raw_ms_02928.png,foxed,iron_gall,8,0.93,easy,standard,bleed_through,0.0,1.116,0.0
raw_ms_02929,images/raw_ms_02929.png,neutral,sepia,8,1.085,medium,scanner_jitter,abrasion,0.039,0.0,0.872
raw_ms_02930,images/raw_ms_02930.png,warm,carbon,7,1.114,medium,standard,salt_bloom,0.018,0.0,0.234
raw_ms_02931,images/raw_ms_02931.png,warm,carbon,6,0.978,medium,standard,feathering,0.501,0.029,0.0
raw_ms_02932,images/raw_ms_02932.png,foxed,carbon,8,0.881,easy,low_contrast,abrasion,0.0,0.0,1.164
raw_ms_02933,images/raw_ms_02933.png,cool,sepia,7,0.919,medium,standard,salt_bloom,0.028,0.0,0.254
raw_ms_02934,images/raw_ms_02934.png,foxed,iron_gall,6,1.03,hard,mixed_artifact,salt_bloom,0.056,0.0,0.158
raw_ms_02935,images/raw_ms_02935.png,neutral,mixed,8,0.973,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02936,images/raw_ms_02936.png,cool,carbon,7,0.905,hard,low_contrast,stable_ink,0.0,0.0,0.046
raw_ms_02937,images/raw_ms_02937.png,cool,sepia,6,1.079,medium,foxed_noise,abrasion,0.0,0.0,0.771
raw_ms_02938,images/raw_ms_02938.png,foxed,iron_gall,4,0.998,medium,standard,feathering,0.647,0.0,0.019
raw_ms_02939,images/raw_ms_02939.png,foxed,iron_gall,6,1.05,medium,scanner_jitter,salt_bloom,0.0,0.0,0.227
raw_ms_02940,images/raw_ms_02940.png,warm,iron_gall,8,1.095,medium,standard,abrasion,0.0,0.0,0.629
raw_ms_02941,images/raw_ms_02941.png,cool,mixed,7,1.096,medium,standard,salt_bloom,0.0,0.021,0.207
raw_ms_02942,images/raw_ms_02942.png,warm,iron_gall,6,0.941,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02943,images/raw_ms_02943.png,warm,iron_gall,4,1.034,hard,low_contrast,bleed_through,0.065,0.364,0.065
raw_ms_02944,images/raw_ms_02944.png,warm,mixed,5,1.121,hard,standard,bleed_through,0.08,0.494,0.046
raw_ms_02945,images/raw_ms_02945.png,warm,carbon,6,1.086,medium,standard,bleed_through,0.038,0.77,0.0
raw_ms_02946,images/raw_ms_02946.png,warm,carbon,6,1.005,hard,foxed_noise,salt_bloom,0.057,0.0,0.137
raw_ms_02947,images/raw_ms_02947.png,foxed,iron_gall,6,1.11,hard,low_contrast,salt_bloom,0.084,0.0,0.106
raw_ms_02948,images/raw_ms_02948.png,warm,iron_gall,7,0.935,hard,scanner_jitter,stable_ink,0.054,0.0,0.031
raw_ms_02949,images/raw_ms_02949.png,neutral,sepia,5,0.931,hard,foxed_noise,salt_bloom,0.081,0.0,0.179
raw_ms_02950,images/raw_ms_02950.png,warm,iron_gall,5,1.083,easy,standard,abrasion,0.0,0.0,1.179
raw_ms_02951,images/raw_ms_02951.png,neutral,iron_gall,4,1.049,medium,foxed_noise,feathering,0.531,0.02,0.0
raw_ms_02952,images/raw_ms_02952.png,warm,carbon,5,1.133,hard,standard,feathering,0.288,0.0,0.073
raw_ms_02953,images/raw_ms_02953.png,neutral,mixed,5,0.938,easy,standard,feathering,0.864,0.0,0.0
raw_ms_02954,images/raw_ms_02954.png,foxed,carbon,5,0.904,hard,scanner_jitter,salt_bloom,0.0,0.074,0.138
raw_ms_02955,images/raw_ms_02955.png,neutral,carbon,7,1.122,hard,foxed_noise,salt_bloom,0.0,0.047,0.178
raw_ms_02956,images/raw_ms_02956.png,warm,iron_gall,4,0.939,hard,foxed_noise,feathering,0.5,0.076,0.043
raw_ms_02957,images/raw_ms_02957.png,neutral,iron_gall,5,1.142,medium,foxed_noise,bleed_through,0.0,0.582,0.026
raw_ms_02958,images/raw_ms_02958.png,foxed,iron_gall,8,0.966,easy,low_contrast,stable_ink,0.0,0.0,0.0
raw_ms_02959,images/raw_ms_02959.png,neutral,iron_gall,5,1.141,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02960,images/raw_ms_02960.png,foxed,sepia,4,1.034,easy,standard,abrasion,0.0,0.0,1.042
raw_ms_02961,images/raw_ms_02961.png,warm,carbon,5,0.881,easy,standard,abrasion,0.0,0.0,1.045
raw_ms_02962,images/raw_ms_02962.png,neutral,iron_gall,6,0.995,easy,standard,bleed_through,0.0,0.872,0.0
raw_ms_02963,images/raw_ms_02963.png,neutral,iron_gall,7,1.108,hard,low_contrast,salt_bloom,0.055,0.0,0.202
raw_ms_02964,images/raw_ms_02964.png,cool,mixed,6,1.066,medium,mixed_artifact,feathering,0.723,0.0,0.04
raw_ms_02965,images/raw_ms_02965.png,neutral,sepia,7,1.106,hard,foxed_noise,stable_ink,0.0,0.05,0.029
raw_ms_02966,images/raw_ms_02966.png,warm,iron_gall,8,1.092,easy,standard,salt_bloom,0.0,0.0,0.362
raw_ms_02967,images/raw_ms_02967.png,foxed,mixed,6,1.039,easy,low_contrast,salt_bloom,0.0,0.0,0.3
raw_ms_02968,images/raw_ms_02968.png,cool,carbon,4,0.9,medium,scanner_jitter,feathering,0.704,0.0,0.022
raw_ms_02969,images/raw_ms_02969.png,neutral,iron_gall,7,0.871,hard,standard,bleed_through,0.0,0.263,0.073
raw_ms_02970,images/raw_ms_02970.png,foxed,iron_gall,5,0.89,hard,scanner_jitter,feathering,0.499,0.0,0.074
raw_ms_02971,images/raw_ms_02971.png,cool,iron_gall,5,0.867,hard,low_contrast,salt_bloom,0.077,0.0,0.181
raw_ms_02972,images/raw_ms_02972.png,foxed,sepia,8,1.091,medium,standard,salt_bloom,0.0,0.0,0.237
raw_ms_02973,images/raw_ms_02973.png,neutral,iron_gall,4,1.06,hard,mixed_artifact,bleed_through,0.061,0.255,0.061
raw_ms_02974,images/raw_ms_02974.png,warm,carbon,4,1.146,medium,standard,feathering,0.805,0.0,0.021
raw_ms_02975,images/raw_ms_02975.png,neutral,sepia,9,0.981,medium,foxed_noise,stable_ink,0.037,0.0,0.0
raw_ms_02976,images/raw_ms_02976.png,warm,sepia,7,0.987,hard,scanner_jitter,salt_bloom,0.067,0.0,0.112
raw_ms_02977,images/raw_ms_02977.png,warm,sepia,4,1.08,hard,mixed_artifact,salt_bloom,0.078,0.0,0.087
raw_ms_02978,images/raw_ms_02978.png,neutral,mixed,6,1.01,medium,standard,stable_ink,0.0,0.0,0.034
raw_ms_02979,images/raw_ms_02979.png,warm,mixed,4,0.987,medium,standard,feathering,0.627,0.0,0.021
raw_ms_02980,images/raw_ms_02980.png,neutral,sepia,7,1.093,medium,mixed_artifact,feathering,0.493,0.039,0.0
raw_ms_02981,images/raw_ms_02981.png,cool,sepia,4,1.018,medium,scanner_jitter,feathering,0.871,0.0,0.019
raw_ms_02982,images/raw_ms_02982.png,neutral,sepia,4,1.074,hard,scanner_jitter,feathering,0.324,0.062,0.036
raw_ms_02983,images/raw_ms_02983.png,neutral,sepia,5,0.943,medium,low_contrast,abrasion,0.03,0.0,0.762
raw_ms_02984,images/raw_ms_02984.png,foxed,iron_gall,8,1.0,medium,scanner_jitter,feathering,0.686,0.036,0.0
raw_ms_02985,images/raw_ms_02985.png,neutral,mixed,9,0.978,easy,low_contrast,feathering,0.993,0.0,0.0
raw_ms_02986,images/raw_ms_02986.png,cool,sepia,6,1.06,medium,foxed_noise,feathering,0.875,0.0,0.034
raw_ms_02987,images/raw_ms_02987.png,foxed,iron_gall,5,1.14,hard,standard,abrasion,0.0,0.06,0.3
raw_ms_02988,images/raw_ms_02988.png,foxed,mixed,8,0.954,medium,standard,abrasion,0.04,0.0,0.787
raw_ms_02989,images/raw_ms_02989.png,warm,sepia,4,0.923,easy,low_contrast,salt_bloom,0.0,0.0,0.377
raw_ms_02990,images/raw_ms_02990.png,neutral,carbon,4,0.942,easy,standard,feathering,0.931,0.0,0.0
raw_ms_02991,images/raw_ms_02991.png,cool,iron_gall,8,1.02,medium,standard,stable_ink,0.0,0.0,0.035
raw_ms_02992,images/raw_ms_02992.png,cool,iron_gall,6,0.94,hard,mixed_artifact,abrasion,0.089,0.0,0.619
raw_ms_02993,images/raw_ms_02993.png,neutral,sepia,4,1.044,easy,low_contrast,stable_ink,0.0,0.0,0.0
